MAIN_ARTIST,EXPLICIT,ID,NAME,POPULARITY,DANCEABILITY,ENERGY,LOUDNESS,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,GENRES,LYRICS
Satyricon,false,6IvxXL0dqXJlgIoIFfMqFA,K.I.N.G,49,0.533,0.954,-6.632,0.0505,0.00000966,0.398,0.051,0.398,129.758,216347,"black 'n' roll,black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal",Bloodshot eyes - metal skin Serpents tongue - dagger claws Dragon wings - crooked horns K.I.N.G  Beholding the might In its dawn of grace In its beauty and light In its pride and glory Rushing torrent - time and space Elder lords - crack the soil Gone or dead - you've never been Kingdom come - hear the roar Climbing down to rule the earth  Bloodshot eyes - metal skin Serpents tongue - dagger claws Dragon wings - crooked horns K.I.N.G  Upon high places With their heads up high With their lives at stake With their blades at hand Triumph come - beyond the gate Giants rise - from the pits Worlds collide - chaos reign Dawn of gold - age of gods Climbing down to rule the earth  Bloodshot eyes - metal skin Serpents tongue - dagger claws Dragon wings - crooked horns K.I.N.G  Lighting strikes - wake up now He the fourth - hate the weak Summon all - make the signs Legions march - earth the void Climbing down to rule the earth  Bloodshot eyes - metal skin Serpents tongue - dagger claws Dragon wings - crooked horns K.I.N.G
Hellhammer,false,62Mx4j3cybbW4aXhogbtH4,Messiah,31,0.0689,0.997,-5.385,0.141,0.00000223,0.881,0.163,0.0301,186.417,258733,"black metal,black thrash,death metal,doom metal,metal,swiss metal","[Intro] ""...Bell tolls Terrible noises the dark graveyard calls... You...""  [Verse 1] Is this our way, or can we turn Extermination day, this world will burn  [Hook] Messiah Messiah  [Verse 2] God has shoved his son, you drawed him Now it's time: let's pray Satan's mass Six, six, six, East against the West Son of Jackal, atomic force kills the rest  [Hook] Messiah Messiah  [Verse 3] You had your time, so follow him Your soul is ours, world bursts and breaks Satan's hordes strive to kill, vultures of steel seed death... No escape, time stands still, feel his deadly breath...  [Hook] Messiah Messiah  [Verse 4] See the dead of the sun - christian love in vain Father killed by son, mother raped in pain In a world of steel, made from stone Only death is real - world war... III"
Darkthrone,false,0h2KyPkIISeMMkA2X0eXU5,Quintessence,44,0.149,0.738,-5.273,0.051,0.00395,0.000179,0.122,0.276,137.351,456907,"black 'n' roll,black metal,blackened crust,metal,norwegian black metal,norwegian death metal,norwegian metal","Eight miles deep, the well forgotten by mortals Oh, I drank it empty in one single sip Eight miles wide, the valley beyond all hope Oh, I filled the whole with one single fist  Five million christians on a ride towards us Oh, I slaughtered the bunch with one single hit with my spear Five million women so alone in the night Oh, I had them all satisfied profusely every night by myself  Ten thousand trolls hard as rock, cold as ice Oh, they ran when I rose to face them Ten hungry waves, they swallowed my ship Oh, I steadily walked home and I only got wet on my feet  No single book were behelden by me Oh, no question I cannot do answer Only one single lamp do show me this way And that is the eye of Satan"
Immortal,false,64QlOYDUVsEi4IATvLvWMi,Battles in the North,35,0.22,0.985,-4.335,0.0813,0.0158,0.637,0.296,0.0314,101.328,251797,"black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal","Come forth demonized Under the banner of Blashyrkh we ride In the battle sky we lie estranged Kings of the ravenrealm  We trample bejeweled thrones of the Earth In an age undreamed of Viewing myriad battles Yet our eyes sparkling strident with strength  To trample bejeweled thrones of the Earth In an age undreamed of The ones to sit upon the elder throne With shadowed faces for the coming centuries  Riding towards the masterfields A ride from the North to the North By our sacred ravens we are one In the deadwhite moonlight  Far above is we reign mercilessly Kings of the ravenrealm Stronger than ice, stronger than stone A horde of heathenhearts to come  Battles, battles in the North Battles, battles in the North  Those who adhere to principle above battle lust Sing your songs with dying breath  Come forth demonized Under the banner of Blashyrkh we ride In the battle sky we lie estranged Kings of the raven realm  We trample bejeweled thrones of the Earth In an age undreamed of Seeing myriad battles Yet our eyes sparkling strident with strength We trample…  Those who adhere to principle above battle lust Sing your songs with dying breath  For the Kings of the Raven Realms!  Battles, battles in the North Battles, battles in the North"
Abbath,false,4oLr6JYoDzWT1KsQRKIIFl,Harvest Pyre,37,0.287,0.962,-4.235,0.0605,0.0000037,0.887,0.34,0.255,173.094,252067,"black 'n' roll,black metal,norwegian black metal",[Intro] Pyre!  [Verse 1] I am the ruin of all a squint can dim survey I am the dearth of hopes' dystopic cowl dismay I cast the baubles through rapine my fortune ill-acquired Upon the flames rent the night deny the trinkets vice desired  [Verse 2] I squander riches lay the bitches lust a jaded spray I dream of nightmares conjure monsters sip decay From breast of goddess milk the darkness blood a dulling wine I angle sideways path a blind maze defy the scythe of time  [Chorus] Tap the jugular bleed the vampire Tar the slime pit surf quagmire Heal cadaver harvest pyre (Raw Wound!) Pyre!  [Verse 3] I trawled the aether sweating reefer Sole belief I'm beneath her Glow decrease her in abyss deep I unsheath her like a reaper  [Guitar Solo]  [Chorus] Tap the jugular bleed the vampire Tar the slime pit surf quagmire Heal cadaver harvest pyre (Raw Wound!) Pyre! (Raw Wound!) Reap Ripe Raw Wound!
Watain,true,3YW1hcnwzRIjwBfXuxl99Q,Devil's Blood,0,0.163,0.969,-3.602,0.0775,0.00000103,0.0236,0.0485,0.071,111.807,354333,"black metal,dark black metal,metal,swedish black metal,swedish metal","Ageless, eternal in grace Behold the snake of temptation! Eyes gleaming with wisdom Tounges telling of truths inversed I have swallowed the hanged mans semen With necrophageous delight And let the Devil enter With all his might  And in unbearable shame, enlighted by your fathomless dark I kneel unto thee, father, i am opened Let your daggers pierce through and their poisonous grace be unleashed Through these hungering veins The impurest of blood, the greatest of pains!!!  The Devils blood The curse of salvation The odious essence Of His holy revelation It floats from the garden of eden In malevolent grace The Devil's blood Through the pentagram's maze  To open the gates to where deformations form To unearthly mysteries and fire From stigmatized wounds now the river of gnosis runs free In the glorious light of the five point star  Darkness, starlight in eyes The path reveals so clear now I drink my own blood yet the taste is not mine I behold my reflection yet noone stares back Driven by a lifeless hunger Must have it stilled Drop by drop, curse by curse Until all three cups are filled  This soul prayeth not for victory, but for loss This body kneeleth not in vain, but in blood These eyes seeth not nil, but truth These words are spoken not by me, but through  The Devils blood The curse of salvation The odious essence Of His holy revelation From the tounges of the serpent Into chalices three The Devil's blood Runneth through me!"
Dimmu Borgir,false,4UNTWZ8xNGgHOWXixIt5UP,Mourning Palace,0,0.166,0.935,-5.215,0.0979,0.0000142,0.824,0.288,0.208,127.686,310160,"black metal,melodic death metal,metal,norwegian black metal,norwegian metal,symphonic black metal,symphonic metal","[Verse 1] Daylight has finally reached it's end As evenfall strikes into the sky Far away in the dark glimpsing moonlight Sickening souls cry out in pain  [Verse 2] Whispering voices summoning screams Waiting for Satan to bless their sins Blackhearted angels fallen from grace Possessed by the search for utter darkness  [Chorus] Hear the cries from the Mourning Palace Feel the gloom of restless spirits Hear the screams from the Mourning Palace Feel the doom of haunting chants  Eternal is their lives in misery Eternal is their lives in grief  [Post-Chorus] Abandoned in a void of nothingness A chain of anger, a fetter of despair  [Verse 3] In this garden of depraved beings This unsacred place of helpless ones Satan blessed the creatures Inswathed them in endless night  [Verse 2] Whispering voices, summoning screams Waiting for Satan to bless their sins Blackhearted angels fallen from grace Possessed by the search for utter darkness"
Rotting Christ,false,3niz4765xdQsl0DSMf4DIx,Ze Nigmar,46,0.414,0.827,-4.871,0.0518,0.0000235,0.634,0.359,0.155,123.992,283380,"black metal,gothic black metal,greek black metal,greek metal,melodic black metal,metal,symphonic black metal",Abba-slach lachel-eli eli lama Sabachtani-Pesach  [Chorus] Abba-Elah-Hossana-Rasha Abba-Elah-Hossana-Rasha  Elah-Ubba  [Chorus] Abba-Elah-Hossana-Rasha Abba-Elah-Hossana-Rasha  I sweep my tear/I till my fear God I am not here/ Eternity I am here Rule in Hell or serve in Heaven  [Chorus] Abba-Elah-Hossana-Rasha Abba-Elah-Hossana-Rasha
Taake,false,45zV1C4nVWMRz7yLcQ5Rmo,Myr,39,0.111,0.994,-4.578,0.149,0.00000578,0.091,0.0633,0.0358,155.106,333893,"black metal,dark black metal,metal,norwegian black metal,norwegian metal,pagan black metal","[Intro] Aww yeah Pardon My Take Taking over for the 99 and also the 2000 (Sonny Digital)  [Hook] Drink paint, that's grit Drink paint, gettin' lit Drink paint, that's my shit Drink paint, that's grit  [Verse 1: PFT] Sipping on some glossy white Wash it down, stomach's tight Hand me a straw, head feeling light Chugging primer like it's Sprite I eat pieces of grit like you for breakfast I'm on your head, weigh you down like I'm a necklace Give you CTE then you forget this Driving RV3, driving wreckless  [Hook] Drink paint, that's grit Drink paint, gettin' lit Drink paint, that's my shit Drink paint, that's grit  [Verse 2: Big Cat] Big Cat with the juicy taint I'm going hard in the motherfucking paint I'm a dirty boy, ain't no saint Huff the fumes until I faint Got a pine finish when I stain my deck Watch it drip right down my neck Paint, look got paint  in my mustache Paint all in my butt crack Paint all in my nut sack  [Hook] Drink paint, that's grit Drink paint, gettin' lit Drink paint, that's my shit Drink paint, that's grit  [Bridge] Coach O down in the bayou Coach O hold that tiger Coach O down in the bayou Coach O hold that tiger  [Outro] That tiger Jeff Van Gundy. Let me tell you a little something about that tiger. That tiger seen it all. That tiger's been through it all. And you know how it persevered, Jeff Van Gundy? Grit. The nittiest of the gritty was that tiger. He never gave up. He had the eye of the what? The tiger, Jeff Van Gundy. Celtics by five"
Darkthrone,false,6lJstSMcbosFzereFQ3bWm,Transilvanian Hunger,27,0.271,1,-4.902,0.133,0.0176,0.438,0.394,0.0217,138.501,369760,"black 'n' roll,black metal,blackened crust,metal,norwegian black metal,norwegian death metal,norwegian metal","Transilvanian hunger, cold soul Your hands are cruel... to haunt, to haunt  The mountains are cold... soul, cold Careful pale, forever at night  Take me can't you feel the call Embrace me eternally in your daylight slumber  To be draped by the shadow of your morbid palace Ohh, hate living... The only heat is warm blood  So pure... So cold Transilvanian hunger  Hail to the true, intense vampires A story made for divine fulfillment  To be the one breathing a wind of sorrow Sorrow and fright the dearest katharsis  Beautiful evil self to be the morbid count A part of a pact that is delightfully immortal  Feel the call freeze you with the uppermost desire Transilvanian hunger, my mountain is cold  So pure... Evil, cold Transilvanian hunger"
Shining,false,4eDKFcJDDoUcUYlK2cdemJ,Svart Industriell Olycka,13,0.274,0.924,-8.275,0.0783,0.00000753,0.801,0.167,0.0397,63.665,485880,"black metal,depressive black metal,swedish black metal",Vägmarkeringarna synes ändlösa - påverkad utav en kall maskinell ondska Driven utav en brinnande impuls - till att avsluta det som i botten tär Jag är det sjukliga barn liggandes på backen Trevandes efter tröst i det tomma höstmörkret I denna stad lägger jag mig ned för att dö I denna stad där ledan skall stillas I denna stad av djävulskt grå betong
